gen,min,max,avg,std
218,-183.7747372648023,189.4333534874757,88.991119838975024,116.21069994838626
219,-183.51560285594155,189.4333534874757,96.095600229587291,108.81298168683261
220,-183.25295424039146,196.45083249120563,93.074722064656925,112.81571386600423
221,-183.27951895809124,190.05454506271494,96.693113375836759,109.52477009665652
222,-183.82092569023851,191.43670499929112,96.353368451607864,116.55271791722973
223,-183.40617073863993,191.43670499929112,102.94355943155881,108.3015132062699
224,-183.55562044243374,189.63711524897622,92.487449371607525,112.77602882063562
225,-183.79093216691078,189.45793041013144,88.570179061859122,120.76495387441541
226,-183.85177432361445,194.11027111137881,97.898853802395848,110.67374857805376
227,-183.40378556157563,195.58577776071354,83.296888081235423,123.85511319933575
228,-184.70509025759483,189.45793041013144,93.854492707316169,112.54904950193453
229,-183.82949746134403,189.45793041013144,93.547292885569604,117.22934216247923
230,-183.83569103740984,194.91513323692328,102.78262911162057,111.3200877249111
231,-179.1585588030232,194.91513323692328,97.39951735407017,114.77384352419467
232,-183.77146579263749,194.91513323692328,91.049393816412163,117.47633759184619
233,-183.77132073962147,194.91513323692328,96.057664202801249,109.43115992736767
234,-183.53564114018587,194.91513323692328,93.735403096713867,116.33198183638231
235,-183.88461121433673,197.09433854460156,97.799037147137895,114.49576942267035
236,-186.60649156559776,197.09433854460156,96.94996279423718,119.40830482537578
237,-183.42325847763158,197.09433854460156,106.31466461022454,104.37677676232589
238,-183.30639595883764,197.09433854460156,99.173685997177131,114.70981970133144
239,-183.76134692376246,196.52122909940974,111.51879824328591,107.40609748454102
240,-182.67833473887629,196.52122909940974,87.096091734784252,121.71374939040041
241,-183.37330501709712,196.52122909940974,106.76007699569358,112.67532701300952
242,-183.81147079179797,196.52122909940974,102.19143211048232,113.6579676886999
243,-176.98338968380847,196.52122909940974,109.07602237252617,109.87129463619678
244,-183.82863247400635,197.03188319302524,100.33482476370438,116.0460658635771
245,-183.11098571757427,196.52122909940974,100.69305249138012,107.47882270857269
246,-182.63128409883009,196.52122909940974,99.922403097588429,110.23072256467223
247,-182.99530227284711,200.87328440931202,88.303020020565711,117.08438863798912
248,-183.58398394482271,200.87328440931202,100.6807121904602,109.32973660653863
249,-183.79108741198735,198.36249752512856,79.518570793809786,122.37710590261597
250,-183.22478679131606,198.36249752512856,100.4249304023437,109.7091791848503
251,-177.04321538340733,196.52122909940974,82.202556534751835,114.33916986358015
252,-183.08795874558598,198.30989911219152,101.3812432722286,115.16363585556091
253,-151.25076438970444,197.08066578586721,103.30633934132845,113.08983037092739
254,-182.37513418731675,196.96822831111015,91.735026715923794,118.62448155468289
255,-183.5936198691729,196.96822831111015,96.340498442405021,113.84052783889778
256,-132.42290584646577,197.08768572934983,108.90285480075455,106.24205502231108
257,-182.35001449056853,199.57938536375295,93.472280534917786,114.37496471713966
258,-175.59215259515659,201.28762703885337,102.52931911655203,105.84892252463275
259,-236.48590789968003,201.28762703885337,89.866669940789848,123.0606586363669
260,-184.08302298941339,201.28762703885337,100.88733296501952,114.02226691159493
261,-183.26888402481359,201.28762703885337,103.28702895967069,111.58740746848174
262,-182.7046524378847,201.28762703885337,101.83945650783184,109.03015856325513
263,-178.25494116616821,197.85345041034168,101.96974813094501,111.51652639203732
264,-189.06388757613678,200.49818327484431,81.286176700923761,118.81330252156583
265,-129.01090335539175,199.01298786576925,94.977198329065374,113.19715220256352
266,-178.18536184326302,199.01298786576925,92.727731829577067,112.17058749305322
267,-183.73145289893947,199.01298786576925,98.989377715289919,115.49965354522512
268,-180.77283370097908,199.01298786576925,81.500331055505455,115.60471626255332
269,-179.5229671929244,201.28163747520699,78.678986701761758,116.03320415715582
270,-183.75028346934312,199.01298786576925,85.603890519081432,113.79900657301856
271,-179.84627629827742,199.01298786576925,76.892987427227865,120.04406779698414
272,-183.18404212202074,201.28163747520699,83.589662730932687,115.26565288348085
273,-129.48216368958751,203.62969662180356,99.333334901287103,105.40212338967784
274,-143.48231433981189,203.62969662180356,82.514803141166652,114.77554402406037
275,-164.1796137227125,203.62969662180356,97.345646191821004,110.25893511925437
276,-181.11804762859947,203.62969662180356,99.685917600521918,115.40138763777095
277,-176.06332929737476,203.62969662180356,93.096087792689573,113.11363259510787
278,-182.63237266129482,203.62969662180356,82.22532437962991,115.29359771111379
279,-149.72191060089017,203.62969662180356,86.69514206026308,120.17608492234767
280,-181.84165342739021,203.62969662180356,83.20825769491934,118.2010016883127
281,-189.33139230122612,203.62969662180356,76.23411467971259,118.59743141284693
282,-174.84813978719336,203.62969662180356,93.828477840092475,111.13085412614113
283,-139.54382502073332,203.62969662180356,92.407741570368984,116.33102937621788
284,-176.12087281791989,203.62969662180356,89.343593427407811,113.68280274340367
285,-176.18770466155559,203.62969662180356,100.8520008980327,112.05087831219888
286,-179.00544973867727,203.62969662180356,89.883458284990695,114.5844049435981
287,-122.44010727565566,199.01298786576925,101.93854498501642,110.15134134706729
288,-179.48711622620689,199.01298786576925,105.08366325006206,109.55823212509112
289,-132.06588346709182,199.01298786576925,108.14681425875453,104.39837626432234
290,-183.67765944300251,199.01298786576925,87.788010668328468,115.58737475746722
291,-176.40968956012529,199.01298786576925,91.575270144484676,114.71338709745481
292,-157.57911140046645,199.01298786576925,85.195526011099162,115.24850519842023
293,-183.21100575765027,199.01298786576925,94.813108513248494,115.69602525249724
294,-183.48130282047794,199.01298786576925,90.464129016872619,117.59481446522179
295,-183.33284276861238,199.01298786576925,73.19104175942806,120.88377825875732
296,-173.68879012436983,199.01298786576925,81.485795477739345,117.62399324268344
297,-177.20838638390006,199.01298786576925,72.647823535507086,120.56983558792035
298,-179.49217967536941,199.01298786576925,95.194853293470302,110.11242034869164
299,-179.51744395449867,199.01298786576925,93.723573011718258,110.47437063098454
300,-183.15478623615209,199.01298786576925,90.969721504028726,108.51154855017306
301,-179.11822674070979,199.01298786576925,105.95245806598601,102.6568791809144
302,-175.07938888055241,199.01298786576925,87.71111835294974,115.80554100938679
303,-182.37727965361827,199.01298786576925,102.19195877879915,111.50933227365735
304,-176.24256857902145,199.01298786576925,89.136746467652486,117.11767085593659
305,-172.8929010076217,199.01298786576925,97.178964880904402,106.87228517462938
306,-183.74063228728662,199.01298786576925,104.48240014329237,114.18407133931454
307,-159.05226699452584,199.01298786576925,108.43020617379445,108.19240780951812
308,-176.75127064346029,199.01298786576925,83.042311135869298,112.18187406238474
309,-265.03260620008768,199.01298786576925,90.080744863021778,116.57264154701913
310,-178.86228494301011,199.01298786576925,90.160219709556173,113.9632259079292
311,-131.13233361255121,201.15021888592037,94.780503115562354,110.6799591636786
312,-153.46298986707663,199.01298786576925,87.488674366586679,112.83917382566096
313,-178.23551162878866,201.15021888592037,90.225853000850464,114.00502240980248
314,-176.31975581131474,201.15021888592037,90.972637853898178,114.67793344915378
315,-145.27074660104427,201.15021888592037,90.555562361207663,112.78238202792087
316,-170.33037684879889,201.15021888592037,96.957666895955498,109.68858730816588
317,-182.41129239773957,201.15021888592037,95.260429283695998,114.82416149937346
318,-172.31018929016332,201.15021888592037,97.469642730144045,111.9851088613709
319,-179.2530154324258,201.15021888592037,104.47052101312271,109.96683278249874
320,-143.56968302381333,201.15021888592037,89.936260428090648,116.32804741358433
321,-181.45830282759775,201.15021888592037,101.4347609291091,112.28396112704492
322,-177.01088167482382,201.15021888592037,107.06048489905275,107.79194216566381
323,-178.7203888412067,201.15021888592037,107.55305222265605,114.90839882742132
324,-182.99923700882997,201.15021888592037,96.125775995741222,116.53908847084109
325,-183.08393806337617,201.15021888592037,98.517883824668132,110.12235056247201
326,-179.66899252060193,201.15021888592037,123.99112253170831,99.854755712537269
327,-180.17839014900628,201.15021888592037,98.585029291453864,111.74308408546433
328,-126.90746748496174,201.15021888592037,106.836653692241,106.84474869122934
329,-170.12634267038757,201.15021888592037,102.03702929279657,112.45643195321297
330,-121.75241352370448,201.15021888592037,101.93421768123376,110.28783179870064
331,-176.51821936922877,201.15021888592037,100.8332133254073,115.89135473453706
332,-175.48794295936392,201.15021888592037,91.983047228110578,118.45277410144972
333,-182.43501811615738,201.15021888592037,98.503826735624614,115.80467662478932
334,-158.29929055152348,201.15021888592037,91.397174868039826,111.80891823504454
335,-176.68612435240868,201.15021888592037,99.754586147755532,107.70393999640507
336,-136.31914500455608,201.15021888592037,105.98726720206838,106.24158705888404
337,-176.94464835999193,201.15021888592037,101.43832837447226,112.29616015491914
338,-176.71555622816669,201.15021888592037,109.18207032591781,104.73111768822204
339,-167.99974464472902,201.15021888592037,99.452548730652126,110.87035830254106
340,-183.29445124567334,201.15021888592037,93.735837934309316,114.52744135691287
341,-144.60034457832245,201.15021888592037,93.196027244938435,114.17363616680302
342,-182.98297433737116,201.15021888592037,93.174152276070075,113.13771216899241
343,-171.36799242116194,201.15021888592037,91.74835291120597,114.50975599278156
344,-183.8323740542865,201.15021888592037,87.218597025621435,112.0783130479762
345,-183.56137952853899,201.15021888592037,89.007866032443914,117.31976573925191
346,-168.94679189808423,201.15021888592037,98.360834795658988,110.16816351706383
347,-163.6499036899751,201.15021888592037,100.83838709311198,114.09945667598363
348,-183.13307271255925,201.17264085364627,74.657796893187438,116.80484751771583
349,-183.7940636672692,201.17264085364627,77.528282946827403,117.55983940391357
350,-182.89101709154349,201.15021888592037,92.94809666133068,118.30964505781691
351,-183.36780243066451,201.15021888592037,94.509657930496729,115.75584767711949
352,-183.52206899459986,201.15021888592037,93.11858881107095,114.76057343851193
353,-169.86348974356451,201.15021888592037,91.351723448711397,112.00520295661902
354,-173.30420047981835,201.15021888592037,102.23396465957111,111.21075103911602
355,-180.55379773426759,201.15021888592037,91.374230452662189,116.77154957156763
356,-170.07568283053305,201.15021888592037,106.75402927798471,109.98651090946323
357,-181.03565191415763,201.15021888592037,90.563428072890588,119.45578385398109
358,-179.90655187370743,201.15021888592037,99.517550626281917,114.13898525908164
359,-176.48415434147822,201.15021888592037,91.604394977971438,117.5223288112221
360,-130.51156957407969,201.15021888592037,96.620539249374104,113.76618588973179
361,-136.5022484832084,201.15021888592037,93.374941416535165,112.07798476880238
362,-175.09491418149588,201.15021888592037,85.515128473885738,116.56589926677319
363,-171.00161513954561,201.15021888592037,72.835247094502705,118.57808885557846
364,-183.51052642053804,201.15021888592037,89.06962163339584,117.12801986221592
365,-141.4837748443187,201.15021888592037,111.34536942832439,103.2766497476383
366,-179.32501874181105,201.15021888592037,104.7503590409783,112.16720177649772
367,-183.83214084423125,201.15021888592037,114.76226361526371,109.65455104356799
368,-182.54509283734626,201.15021888592037,95.634316118704319,116.41835104139658
369,-176.75332697241521,201.15021888592037,105.23380848323626,109.61426129648868
370,-134.43118734065123,201.15021888592037,101.53281096380613,111.69301431620516
371,-126.60852451356507,201.15021888592037,99.592282196241797,110.58562123257175
372,-140.71984760754998,201.15021888592037,91.501179902128683,114.37945269872438
373,-128.07418745548546,201.15021888592037,102.43271836415681,111.20551523453221
374,-183.31737522662235,201.15021888592037,102.27508348542622,111.77870360585064
375,-132.34581803171912,201.15021888592037,109.04360367704724,107.18082786923569
376,-183.27131580890003,201.15021888592037,103.99394159435762,117.48577918604396
377,-183.74067050312081,201.15021888592037,90.211879582587386,120.42273313201541
378,-158.5489477638196,201.15021888592037,102.17218999210098,113.75376697596008
379,-183.86857331989762,201.15021888592037,93.968471528015542,113.12999428716262
380,-178.60094402685681,201.15021888592037,88.669965014613638,117.65659760341457
381,-183.75739582268884,201.15021888592037,79.649543308247559,120.16115808364199
382,-183.05750917803249,201.15021888592037,99.90568581398918,114.74570380787956
383,-179.0443620834881,201.15021888592037,86.304711080509847,112.7934319651277
384,-125.34416131203875,201.15021888592037,91.975256032921322,108.33084584553464
385,-129.45749337607344,201.15021888592037,93.597774360729687,112.4399619676709
386,-183.20679091126613,201.15021888592037,107.07759855473985,107.91317372947127
387,-183.08627114758383,201.15021888592037,72.469222865503809,120.26516738927674
388,-176.31087852901959,201.15021888592037,82.049852897902426,121.21738405155229
389,-183.4886312640655,201.15021888592037,82.153982231269097,121.30691435190667
390,-178.28568932921385,201.15021888592037,76.102679358259664,118.7709420618821
391,-178.3501764765833,201.15021888592037,89.323799039901402,113.68798467522653
392,-134.51937377631094,201.15021888592037,83.291492935606769,112.53066029976186
393,-179.13983807603037,201.15021888592037,93.670606493221783,116.03734928903745
394,-185.31831118625135,201.15021888592037,83.526578682282178,118.18322617273202
395,-175.53458814015741,201.15021888592037,90.642717867913049,117.32759933621681
396,-183.70963657265833,201.18354175742039,80.237596954467151,117.76846147610848
397,-179.45068941285277,201.15021888592037,101.18792806885072,109.67763191270681
